protein_group_id,pocket_id,pocket_pdb,representative_protein_pdb,pocket_residue_count,merged_source_count,merged_source_ids_file,dataset_label
protein_group_009438,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009438/protein_group_009438_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009438/protein_group_009438_protein.pdb,63,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009438/protein_group_009438_pocket-1_source_ids.txt,template
protein_group_009439,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009439/protein_group_009439_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009439/protein_group_009439_protein.pdb,110,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009439/protein_group_009439_pocket-1_source_ids.txt,template
protein_group_009440,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009440/protein_group_009440_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009440/protein_group_009440_protein.pdb,69,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009440/protein_group_009440_pocket-1_source_ids.txt,template
protein_group_009441,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009441/protein_group_009441_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009441/protein_group_009441_protein.pdb,116,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009441/protein_group_009441_pocket-1_source_ids.txt,template
protein_group_009442,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009442/protein_group_009442_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009442/protein_group_009442_protein.pdb,100,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009442/protein_group_009442_pocket-1_source_ids.txt,template
protein_group_009443,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009443/protein_group_009443_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009443/protein_group_009443_protein.pdb,22,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009443/protein_group_009443_pocket-1_source_ids.txt,template
protein_group_009444,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009444/protein_group_009444_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009444/protein_group_009444_protein.pdb,36,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009444/protein_group_009444_pocket-1_source_ids.txt,template
protein_group_009445,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009445/protein_group_009445_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009445/protein_group_009445_protein.pdb,44,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009445/protein_group_009445_pocket-1_source_ids.txt,template
protein_group_009446,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009446/protein_group_009446_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009446/protein_group_009446_protein.pdb,24,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009446/protein_group_009446_pocket-1_source_ids.txt,template
protein_group_009447,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009447/protein_group_009447_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009447/protein_group_009447_protein.pdb,44,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009447/protein_group_009447_pocket-1_source_ids.txt,template
protein_group_009448,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009448/protein_group_009448_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009448/protein_group_009448_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009448/protein_group_009448_pocket-1_source_ids.txt,template
protein_group_009449,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009449/protein_group_009449_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009449/protein_group_009449_protein.pdb,33,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009449/protein_group_009449_pocket-1_source_ids.txt,template
protein_group_009450,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009450/protein_group_009450_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009450/protein_group_009450_protein.pdb,37,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009450/protein_group_009450_pocket-1_source_ids.txt,template
protein_group_009451,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009451/protein_group_009451_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009451/protein_group_009451_protein.pdb,36,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009451/protein_group_009451_pocket-1_source_ids.txt,template
protein_group_009452,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009452/protein_group_009452_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009452/protein_group_009452_protein.pdb,38,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009452/protein_group_009452_pocket-1_source_ids.txt,template
protein_group_009453,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009453/protein_group_009453_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009453/protein_group_009453_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009453/protein_group_009453_pocket-1_source_ids.txt,template
protein_group_009454,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009454/protein_group_009454_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009454/protein_group_009454_protein.pdb,34,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009454/protein_group_009454_pocket-1_source_ids.txt,template
protein_group_009455,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009455/protein_group_009455_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009455/protein_group_009455_protein.pdb,28,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009455/protein_group_009455_pocket-1_source_ids.txt,template
protein_group_009456,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009456/protein_group_009456_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009456/protein_group_009456_protein.pdb,44,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009456/protein_group_009456_pocket-1_source_ids.txt,template
protein_group_009457,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009457/protein_group_009457_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009457/protein_group_009457_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009457/protein_group_009457_pocket-1_source_ids.txt,template
protein_group_009458,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009458/protein_group_009458_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009458/protein_group_009458_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009458/protein_group_009458_pocket-1_source_ids.txt,template
protein_group_009459,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009459/protein_group_009459_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009459/protein_group_009459_protein.pdb,62,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009459/protein_group_009459_pocket-1_source_ids.txt,template
protein_group_009460,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009460/protein_group_009460_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009460/protein_group_009460_protein.pdb,60,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009460/protein_group_009460_pocket-1_source_ids.txt,template
protein_group_009461,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009461/protein_group_009461_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009461/protein_group_009461_protein.pdb,98,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009461/protein_group_009461_pocket-1_source_ids.txt,template
protein_group_009462,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009462/protein_group_009462_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009462/protein_group_009462_protein.pdb,67,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009462/protein_group_009462_pocket-1_source_ids.txt,template
protein_group_009463,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009463/protein_group_009463_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009463/protein_group_009463_protein.pdb,140,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009463/protein_group_009463_pocket-1_source_ids.txt,template
protein_group_009464,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009464/protein_group_009464_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009464/protein_group_009464_protein.pdb,73,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009464/protein_group_009464_pocket-1_source_ids.txt,template
protein_group_009465,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009465/protein_group_009465_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009465/protein_group_009465_protein.pdb,75,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009465/protein_group_009465_pocket-1_source_ids.txt,template
protein_group_009466,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009466/protein_group_009466_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009466/protein_group_009466_protein.pdb,112,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009466/protein_group_009466_pocket-1_source_ids.txt,template
protein_group_009467,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009467/protein_group_009467_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009467/protein_group_009467_protein.pdb,38,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009467/protein_group_009467_pocket-1_source_ids.txt,template
protein_group_009468,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009468/protein_group_009468_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009468/protein_group_009468_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009468/protein_group_009468_pocket-1_source_ids.txt,template
protein_group_009469,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009469/protein_group_009469_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009469/protein_group_009469_protein.pdb,28,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009469/protein_group_009469_pocket-1_source_ids.txt,template
protein_group_009470,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009470/protein_group_009470_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009470/protein_group_009470_protein.pdb,28,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009470/protein_group_009470_pocket-1_source_ids.txt,template
protein_group_009471,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009471/protein_group_009471_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009471/protein_group_009471_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009471/protein_group_009471_pocket-1_source_ids.txt,template
protein_group_009472,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009472/protein_group_009472_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009472/protein_group_009472_protein.pdb,48,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009472/protein_group_009472_pocket-1_source_ids.txt,template
protein_group_009473,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009473/protein_group_009473_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009473/protein_group_009473_protein.pdb,24,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009473/protein_group_009473_pocket-1_source_ids.txt,template
protein_group_009474,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009474/protein_group_009474_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009474/protein_group_009474_protein.pdb,34,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009474/protein_group_009474_pocket-1_source_ids.txt,template
protein_group_009475,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009475/protein_group_009475_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009475/protein_group_009475_protein.pdb,30,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009475/protein_group_009475_pocket-1_source_ids.txt,template
protein_group_009476,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009476/protein_group_009476_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009476/protein_group_009476_protein.pdb,42,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009476/protein_group_009476_pocket-1_source_ids.txt,template
protein_group_009477,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009477/protein_group_009477_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009477/protein_group_009477_protein.pdb,41,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009477/protein_group_009477_pocket-1_source_ids.txt,template
protein_group_009478,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009478/protein_group_009478_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009478/protein_group_009478_protein.pdb,46,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009478/protein_group_009478_pocket-1_source_ids.txt,template
protein_group_009479,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009479/protein_group_009479_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009479/protein_group_009479_protein.pdb,26,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009479/protein_group_009479_pocket-1_source_ids.txt,template
protein_group_009480,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009480/protein_group_009480_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009480/protein_group_009480_protein.pdb,49,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009480/protein_group_009480_pocket-1_source_ids.txt,template
protein_group_009481,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009481/protein_group_009481_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009481/protein_group_009481_protein.pdb,31,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009481/protein_group_009481_pocket-1_source_ids.txt,template
protein_group_009482,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009482/protein_group_009482_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009482/protein_group_009482_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009482/protein_group_009482_pocket-1_source_ids.txt,template
protein_group_009483,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009483/protein_group_009483_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009483/protein_group_009483_protein.pdb,35,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009483/protein_group_009483_pocket-1_source_ids.txt,template
protein_group_009484,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009484/protein_group_009484_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009484/protein_group_009484_protein.pdb,37,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009484/protein_group_009484_pocket-1_source_ids.txt,template
protein_group_009485,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009485/protein_group_009485_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009485/protein_group_009485_protein.pdb,33,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009485/protein_group_009485_pocket-1_source_ids.txt,template
protein_group_009486,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009486/protein_group_009486_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009486/protein_group_009486_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009486/protein_group_009486_pocket-1_source_ids.txt,template
protein_group_009487,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009487/protein_group_009487_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009487/protein_group_009487_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009487/protein_group_009487_pocket-1_source_ids.txt,template
protein_group_009488,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009488/protein_group_009488_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009488/protein_group_009488_protein.pdb,46,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009488/protein_group_009488_pocket-1_source_ids.txt,template
protein_group_009489,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009489/protein_group_009489_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009489/protein_group_009489_protein.pdb,49,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009489/protein_group_009489_pocket-1_source_ids.txt,template
protein_group_009490,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009490/protein_group_009490_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009490/protein_group_009490_protein.pdb,71,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009490/protein_group_009490_pocket-1_source_ids.txt,template
protein_group_009491,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009491/protein_group_009491_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009491/protein_group_009491_protein.pdb,68,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009491/protein_group_009491_pocket-1_source_ids.txt,template
protein_group_009492,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009492/protein_group_009492_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009492/protein_group_009492_protein.pdb,78,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009492/protein_group_009492_pocket-1_source_ids.txt,template
protein_group_009493,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009493/protein_group_009493_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009493/protein_group_009493_protein.pdb,138,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009493/protein_group_009493_pocket-1_source_ids.txt,template
protein_group_009494,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009494/protein_group_009494_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009494/protein_group_009494_protein.pdb,73,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009494/protein_group_009494_pocket-1_source_ids.txt,template
protein_group_009495,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009495/protein_group_009495_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009495/protein_group_009495_protein.pdb,104,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009495/protein_group_009495_pocket-1_source_ids.txt,template
protein_group_009496,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009496/protein_group_009496_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009496/protein_group_009496_protein.pdb,114,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009496/protein_group_009496_pocket-1_source_ids.txt,template
protein_group_009497,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009497/protein_group_009497_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009497/protein_group_009497_protein.pdb,87,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009497/protein_group_009497_pocket-1_source_ids.txt,template
protein_group_009498,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009498/protein_group_009498_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009498/protein_group_009498_protein.pdb,103,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009498/protein_group_009498_pocket-1_source_ids.txt,template
protein_group_009499,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009499/protein_group_009499_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009499/protein_group_009499_protein.pdb,93,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009499/protein_group_009499_pocket-1_source_ids.txt,template
protein_group_009500,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009500/protein_group_009500_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009500/protein_group_009500_protein.pdb,96,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009500/protein_group_009500_pocket-1_source_ids.txt,template
protein_group_009501,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009501/protein_group_009501_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009501/protein_group_009501_protein.pdb,53,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009501/protein_group_009501_pocket-1_source_ids.txt,template
protein_group_009502,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009502/protein_group_009502_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009502/protein_group_009502_protein.pdb,50,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009502/protein_group_009502_pocket-1_source_ids.txt,template
protein_group_009503,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009503/protein_group_009503_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009503/protein_group_009503_protein.pdb,41,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009503/protein_group_009503_pocket-1_source_ids.txt,template
protein_group_009504,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009504/protein_group_009504_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009504/protein_group_009504_protein.pdb,50,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009504/protein_group_009504_pocket-1_source_ids.txt,template
protein_group_009505,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009505/protein_group_009505_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009505/protein_group_009505_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009505/protein_group_009505_pocket-1_source_ids.txt,template
protein_group_009506,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009506/protein_group_009506_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009506/protein_group_009506_protein.pdb,37,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_009506/protein_group_009506_pocket-1_source_ids.txt,template
