protein_group_id,pocket_id,pocket_pdb,representative_protein_pdb,pocket_residue_count,merged_source_count,merged_source_ids_file,dataset_label
protein_group_010709,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010709/protein_group_010709_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010709/protein_group_010709_protein.pdb,66,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010709/protein_group_010709_pocket-1_source_ids.txt,template
protein_group_010710,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010710/protein_group_010710_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010710/protein_group_010710_protein.pdb,66,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010710/protein_group_010710_pocket-1_source_ids.txt,template
protein_group_010711,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010711/protein_group_010711_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010711/protein_group_010711_protein.pdb,89,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010711/protein_group_010711_pocket-1_source_ids.txt,template
protein_group_010712,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010712/protein_group_010712_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010712/protein_group_010712_protein.pdb,99,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010712/protein_group_010712_pocket-1_source_ids.txt,template
protein_group_010713,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010713/protein_group_010713_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010713/protein_group_010713_protein.pdb,97,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010713/protein_group_010713_pocket-1_source_ids.txt,template
protein_group_010714,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010714/protein_group_010714_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010714/protein_group_010714_protein.pdb,104,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010714/protein_group_010714_pocket-1_source_ids.txt,template
protein_group_010715,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010715/protein_group_010715_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010715/protein_group_010715_protein.pdb,44,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010715/protein_group_010715_pocket-1_source_ids.txt,template
protein_group_010716,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010716/protein_group_010716_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010716/protein_group_010716_protein.pdb,35,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010716/protein_group_010716_pocket-1_source_ids.txt,template
protein_group_010717,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010717/protein_group_010717_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010717/protein_group_010717_protein.pdb,54,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010717/protein_group_010717_pocket-1_source_ids.txt,template
protein_group_010718,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010718/protein_group_010718_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010718/protein_group_010718_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010718/protein_group_010718_pocket-1_source_ids.txt,template
protein_group_010719,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010719/protein_group_010719_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010719/protein_group_010719_protein.pdb,30,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010719/protein_group_010719_pocket-1_source_ids.txt,template
protein_group_010720,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010720/protein_group_010720_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010720/protein_group_010720_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010720/protein_group_010720_pocket-1_source_ids.txt,template
protein_group_010721,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010721/protein_group_010721_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010721/protein_group_010721_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010721/protein_group_010721_pocket-1_source_ids.txt,template
protein_group_010722,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010722/protein_group_010722_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010722/protein_group_010722_protein.pdb,21,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010722/protein_group_010722_pocket-1_source_ids.txt,template
protein_group_010723,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010723/protein_group_010723_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010723/protein_group_010723_protein.pdb,30,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010723/protein_group_010723_pocket-1_source_ids.txt,template
protein_group_010724,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010724/protein_group_010724_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010724/protein_group_010724_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010724/protein_group_010724_pocket-1_source_ids.txt,template
protein_group_010725,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010725/protein_group_010725_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010725/protein_group_010725_protein.pdb,24,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010725/protein_group_010725_pocket-1_source_ids.txt,template
protein_group_010726,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010726/protein_group_010726_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010726/protein_group_010726_protein.pdb,46,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010726/protein_group_010726_pocket-1_source_ids.txt,template
protein_group_010727,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010727/protein_group_010727_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010727/protein_group_010727_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010727/protein_group_010727_pocket-1_source_ids.txt,template
protein_group_010728,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010728/protein_group_010728_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010728/protein_group_010728_protein.pdb,37,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010728/protein_group_010728_pocket-1_source_ids.txt,template
protein_group_010729,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010729/protein_group_010729_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010729/protein_group_010729_protein.pdb,19,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010729/protein_group_010729_pocket-1_source_ids.txt,template
protein_group_010730,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010730/protein_group_010730_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010730/protein_group_010730_protein.pdb,41,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010730/protein_group_010730_pocket-1_source_ids.txt,template
protein_group_010731,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010731/protein_group_010731_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010731/protein_group_010731_protein.pdb,44,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010731/protein_group_010731_pocket-1_source_ids.txt,template
protein_group_010732,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010732/protein_group_010732_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010732/protein_group_010732_protein.pdb,75,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010732/protein_group_010732_pocket-1_source_ids.txt,template
protein_group_010733,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010733/protein_group_010733_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010733/protein_group_010733_protein.pdb,65,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010733/protein_group_010733_pocket-1_source_ids.txt,template
protein_group_010734,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010734/protein_group_010734_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010734/protein_group_010734_protein.pdb,61,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010734/protein_group_010734_pocket-1_source_ids.txt,template
protein_group_010735,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010735/protein_group_010735_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010735/protein_group_010735_protein.pdb,79,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010735/protein_group_010735_pocket-1_source_ids.txt,template
protein_group_010736,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010736/protein_group_010736_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010736/protein_group_010736_protein.pdb,105,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010736/protein_group_010736_pocket-1_source_ids.txt,template
protein_group_010737,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010737/protein_group_010737_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010737/protein_group_010737_protein.pdb,89,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010737/protein_group_010737_pocket-1_source_ids.txt,template
protein_group_010738,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010738/protein_group_010738_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010738/protein_group_010738_protein.pdb,75,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010738/protein_group_010738_pocket-1_source_ids.txt,template
protein_group_010739,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010739/protein_group_010739_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010739/protein_group_010739_protein.pdb,58,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010739/protein_group_010739_pocket-1_source_ids.txt,template
protein_group_010740,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010740/protein_group_010740_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010740/protein_group_010740_protein.pdb,79,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010740/protein_group_010740_pocket-1_source_ids.txt,template
protein_group_010741,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010741/protein_group_010741_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010741/protein_group_010741_protein.pdb,61,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010741/protein_group_010741_pocket-1_source_ids.txt,template
protein_group_010742,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010742/protein_group_010742_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010742/protein_group_010742_protein.pdb,52,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010742/protein_group_010742_pocket-1_source_ids.txt,template
protein_group_010743,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010743/protein_group_010743_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010743/protein_group_010743_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010743/protein_group_010743_pocket-1_source_ids.txt,template
protein_group_010744,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010744/protein_group_010744_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010744/protein_group_010744_protein.pdb,43,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010744/protein_group_010744_pocket-1_source_ids.txt,template
protein_group_010745,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010745/protein_group_010745_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010745/protein_group_010745_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010745/protein_group_010745_pocket-1_source_ids.txt,template
protein_group_010746,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010746/protein_group_010746_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010746/protein_group_010746_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010746/protein_group_010746_pocket-1_source_ids.txt,template
protein_group_010747,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010747/protein_group_010747_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010747/protein_group_010747_protein.pdb,43,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010747/protein_group_010747_pocket-1_source_ids.txt,template
protein_group_010748,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010748/protein_group_010748_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010748/protein_group_010748_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010748/protein_group_010748_pocket-1_source_ids.txt,template
protein_group_010749,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010749/protein_group_010749_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010749/protein_group_010749_protein.pdb,26,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010749/protein_group_010749_pocket-1_source_ids.txt,template
protein_group_010750,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010750/protein_group_010750_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010750/protein_group_010750_protein.pdb,39,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010750/protein_group_010750_pocket-1_source_ids.txt,template
protein_group_010751,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010751/protein_group_010751_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010751/protein_group_010751_protein.pdb,38,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010751/protein_group_010751_pocket-1_source_ids.txt,template
protein_group_010752,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010752/protein_group_010752_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010752/protein_group_010752_protein.pdb,31,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010752/protein_group_010752_pocket-1_source_ids.txt,template
protein_group_010753,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010753/protein_group_010753_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010753/protein_group_010753_protein.pdb,47,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010753/protein_group_010753_pocket-1_source_ids.txt,template
protein_group_010754,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010754/protein_group_010754_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010754/protein_group_010754_protein.pdb,30,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010754/protein_group_010754_pocket-1_source_ids.txt,template
protein_group_010755,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010755/protein_group_010755_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010755/protein_group_010755_protein.pdb,50,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010755/protein_group_010755_pocket-1_source_ids.txt,template
protein_group_010756,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010756/protein_group_010756_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010756/protein_group_010756_protein.pdb,52,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010756/protein_group_010756_pocket-1_source_ids.txt,template
protein_group_010757,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010757/protein_group_010757_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010757/protein_group_010757_protein.pdb,31,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010757/protein_group_010757_pocket-1_source_ids.txt,template
protein_group_010758,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010758/protein_group_010758_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010758/protein_group_010758_protein.pdb,31,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010758/protein_group_010758_pocket-1_source_ids.txt,template
protein_group_010759,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010759/protein_group_010759_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010759/protein_group_010759_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010759/protein_group_010759_pocket-1_source_ids.txt,template
protein_group_010760,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010760/protein_group_010760_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010760/protein_group_010760_protein.pdb,81,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010760/protein_group_010760_pocket-1_source_ids.txt,template
protein_group_010761,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010761/protein_group_010761_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010761/protein_group_010761_protein.pdb,69,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010761/protein_group_010761_pocket-1_source_ids.txt,template
protein_group_010762,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010762/protein_group_010762_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010762/protein_group_010762_protein.pdb,83,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010762/protein_group_010762_pocket-1_source_ids.txt,template
protein_group_010763,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010763/protein_group_010763_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010763/protein_group_010763_protein.pdb,72,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010763/protein_group_010763_pocket-1_source_ids.txt,template
protein_group_010764,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010764/protein_group_010764_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010764/protein_group_010764_protein.pdb,79,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010764/protein_group_010764_pocket-1_source_ids.txt,template
protein_group_010765,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010765/protein_group_010765_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010765/protein_group_010765_protein.pdb,81,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010765/protein_group_010765_pocket-1_source_ids.txt,template
protein_group_010766,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010766/protein_group_010766_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010766/protein_group_010766_protein.pdb,81,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010766/protein_group_010766_pocket-1_source_ids.txt,template
protein_group_010767,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010767/protein_group_010767_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010767/protein_group_010767_protein.pdb,108,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010767/protein_group_010767_pocket-1_source_ids.txt,template
protein_group_010768,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010768/protein_group_010768_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010768/protein_group_010768_protein.pdb,79,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010768/protein_group_010768_pocket-1_source_ids.txt,template
protein_group_010769,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010769/protein_group_010769_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010769/protein_group_010769_protein.pdb,70,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010769/protein_group_010769_pocket-1_source_ids.txt,template
protein_group_010770,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010770/protein_group_010770_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010770/protein_group_010770_protein.pdb,46,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010770/protein_group_010770_pocket-1_source_ids.txt,template
protein_group_010771,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010771/protein_group_010771_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010771/protein_group_010771_protein.pdb,30,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010771/protein_group_010771_pocket-1_source_ids.txt,template
protein_group_010772,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010772/protein_group_010772_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010772/protein_group_010772_protein.pdb,45,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010772/protein_group_010772_pocket-1_source_ids.txt,template
protein_group_010773,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010773/protein_group_010773_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010773/protein_group_010773_protein.pdb,42,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010773/protein_group_010773_pocket-1_source_ids.txt,template
protein_group_010774,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010774/protein_group_010774_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010774/protein_group_010774_protein.pdb,48,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010774/protein_group_010774_pocket-1_source_ids.txt,template
protein_group_010775,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010775/protein_group_010775_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010775/protein_group_010775_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010775/protein_group_010775_pocket-1_source_ids.txt,template
protein_group_010776,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010776/protein_group_010776_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010776/protein_group_010776_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010776/protein_group_010776_pocket-1_source_ids.txt,template
protein_group_010777,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010777/protein_group_010777_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010777/protein_group_010777_protein.pdb,41,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010777/protein_group_010777_pocket-1_source_ids.txt,template
