source_id,smiles,molecule_name
195,C[C@]1(O2)[C@]32[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]4(C)[C@@H](O)C[C@H](OC(/C=C/C5=CC=CC=C5)=O)C(C4[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,Dantaxusin C
196,C[C@]1(O2)[C@]32[C@@H](OC(CO)=O)[C@H](OC(C)=O)[C@]4(C)[C@@H](OC(C)=O)C[C@H](O)C(C4[C@H](OC(C5=CC=CC=C5)=O)C(CC1=O)(O)C3(C)C)=O,"7β,9α-Diacetoxy-2α-benzoyloxy-11,12-epoxy -1β,5α-dihydroxy-10β-glycolyl- tax-4(20)-en-13-one"
197,CC1=C2[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@@H]4[C@](CO4)(O)C3[C@H](OC(C)=O)C(C[C@@H]1OC(C)=O)C2(C)C,1beta-Dehydroxy-4alpha-deacetyl-baccatin IV
198,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,1-Dehydroxybaccatin IV
199,CC1=C2[C@@H](OC(C)=O)C([C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(C[C@@H]1O)C2(C)C)=O,1-Dehydroxybaccatin III
200,CC1=C2[C@H](C([C@@]3([C@H](CC4C(C3C([C@@H](C2(C)C)CC1OC(=O)C)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,1-Dehydroxybaccatin VI
201,CC1=C2[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](O)C(C[C@@H]1OC(C)=O)(O)C2(C)C,2-Deacetylbaccatin IV
202,CC1=C2[C@@H](OC(C)=O)[C@H](O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C)=O)C(C[C@@H]1OC(C)=O)(O)C2(C)C,"7,9-Deacetylbaccatin IV"
203,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,Baccatin IV
204,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C)O)OC(=O)C)(CO4)O)OC(=O)C)C)OC(=O)C)OC(=O)C,4-Deacetylbaccatin IV
205,CC1=C2[C@@H](O)C(O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(C[C@@H]1OC(C)=O)(O)C2(C)C,"7,9,10-Deacetylbaccatin VI"
206,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(CC1=O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)O,Taxuspinanane C
207,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)OC(=O)C,9-Dihydrobaccatin III
208,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)OC(=O)C,9-Dihydro-13-acetylbaccatin III
209,CC1=C2[C@@H](OC(C)=O)C(O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(CC1=O)(O)C2(C)C,Taxuspinanane D
210,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(CC1=O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O,10-Deacetyl-13-oxobaccatin III
211,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O,10-Deacetylbaccatin III
212,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C,Baccatin III
213,CC1=C2[C@@H](OC(C)=O)C([C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(CC1=O)(O)C2(C)C)=O,13-Oxobaccatin III
214,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)O)O,Taxuspine E
215,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)O)OC(=O)C,9-Deacetylbaccatin VI
216,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)O,10-Deacetylbaccatin VI
217,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,Baccatin VI
218,CC1=C2[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C)=O)C(C[C@@H]1OC(C)=O)(OC(C)=O)C2(C)C,1beta-Acetylbaccatin IV
219,CC1=C2[C@@H](O)C([C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(CC1O)(OC(C)=O)C2(C)C)=O,1beta-Acetyl-10-deacetylbaccatin III
220,CC1=C2[C@@H](O)C(O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(CC1OC(C)=O)(O)C2(C)C,"7-epi-9,10-Deacetylbaccatin VI"
221,CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C,Baccatin V
222,CC1=C2C(=O)C(=O)[C@@]3([C@@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C,10-Deacetyl-10-oxobaccatin V
223,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O,13-epi-10-Deacetylbaccatin III
224,CC1=C2[C@@H](OC(CO)=O)[C@H](OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C)=O)C(C[C@@H]1OC(C)=O)(O)C2(C)C,10-Deacetyl-10beta-O-glycolyl-baccatin IV
225,CC1=C2[C@@H](OC(C3=CC=CC=C3)=O)[C@H](OC(C)=O)[C@]4(C)[C@@H](OC(C)=O)C[C@@H]5[C@](CO5)(OC(C)=O)C4[C@H](OC(C)=O)C(C[C@@H]1OC(CC(N(C)C)C6=CC=CC=C6)=O)(O)C2(C)C,Taxuspine N
226,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C=CC5=CC=CC=C5)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C,Taxuspinanane J
227,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@@H](C5=CC=CC=C5)O)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C,Yunnanxol
228,CC1=C2[C@@H](OC(CC(O)C)=O)C([C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(CC1O)(O)C2(C)C)=O,10beta-(beta-Hydroxybutyrl)-10-deacetylbaccatin III
229,CC1=C2[C@@H](OC(COC(C)=O)=O)C(OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(CC1OC(C)=O)(O)C2(C)C,(10beta-O-Acetylglycolyl)baccatin IV
230,CC1=C2[C@@H](OC(CO)=O)C(OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C(CC1OC(C)=O)(O)C2(C)C,10-Hydroxyacetylbaccatin VI
231,CC1=C2[C@@H](O)C([C@]3(C)[C@@H](OC4=C(C)C=CC=C4C)C[C@@H]5[C@](CO5)(OC(C)=O)C3[C@H](OC(C6=CC=CC=C6)=O)C(CC1O)(O)C2(C)C)=O,7beta-(beta-D-Xylopyranosyl)-10-deacetylbaccatin III
232,CC1=C2[C@@H](O)C([C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(/C(C)=C/C)=O)C(CC1O)(O)C2(C)C)=O,2-Tigloyl-2-debenzoyl-10-deacetylbaccatin III
233,CCCCCC(=O)O[C@H]1[C@H]2[C@@]([C@H](C[C@@H]3[C@]2(CO3)OC(=O)C)OC(=O)C)([C@H]([C@@H](C4=C([C@H](C[C@]1(C4(C)C)O)OC(=O)C)C)OC(=O)C)OC(=O)C)C,Baccatin VII
234,CC1=C2[C@@H](OC(C)=O)C(OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@@H]4C(CO4)C3[C@H](O)C(C(O)[C@@H]1OC(C)=O)C2(C)C,"2alpha,14beta-Dihydroxy-2-deacetyl-baccatin IV"
235,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)([C@H]([C@@H]1OC(=O)C)OC(=O)C5=CC=CC=C5)O)O)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,14beta-Benzoyloxy-2-deacetyl-baccatin IV
236,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)([C@H]([C@@H]1O)OC(=O)C5=CC=CC=C5)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,14beta-Benzoyloxy-13-deacetyl-baccatin IV
237,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)([C@H]([C@@H]1OC(=O)C)OC(=O)C5=CC=CC=C5)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,14beta-Benzoyloxybaccatin IV
238,CC1([C@@](C([C@@H](C(C)=C1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]2(C)[C@H](C[C@H]3OCC3[C@@]42[H])OC(C)=O)OC(C)=O)O)([C@H]4OC(C5=CC=CC=C5)=O)[H])C,14beta-Hydroxybaccatin VI
239,CC1([C@@](C([C@@H](C(C)=C1[C@@H](O)C2=O)O)O)([C@H]([C@@]3(C4(OC(C)=O)[C@H](OC4)C[C@@H]([C@]32C)O)[H])OC(C5=CC=CC=C5)=O)O)C,14beta-Hydroxy-10-deacetyl-baccatin III
240,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)([C@H]([C@@H]1O)OC(=O)C5=CC=CC=C5)O)O)(CO4)OC(=O)C)O)C)O)OC(=O)C,Baccatin X
241,CC1=C2[C@@H](O)C([C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)[C@H]3[C@H](O)[C@]([C@@H](OC(C5=CC=CC=C5)=O)[C@@H]1O)(O)C2(C)C)=O,14beta-Benzoyloxy-2-debenzoyl-10-deacetylbaccatin III
242,CC1=C2[C@@H](OC(C)=O)[C@H](O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C([C@@H](O)[C@@H]1O)(O)C2(C)C,Baccatin IX
243,CC1=C2[C@@H](OC(C)=O)[C@H](O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)C3[C@H](OC(C5=CC=CC=C5)=O)C([C@@H](O)[C@@H]1OC(C)=O)(O)C2(C)C,Baccatin VIII
244,CC1([C@@](C([C@@H](C(C)=C1[C@@H](O)[C@H](O)[C@]2(COC(C)=O)[C@H](C[C@H]3OC[C@]34OC(C)=O)O)O)O)([C@H]([C@]42[H])OC(C5=CC=CC=C5)=O)[H])C,9(betaH)-9-Dihydro-19-acetoxy-10-deacetylbaccatin III
245,CC1([C@@](C([C@@H](C(C)=C1[C@@H](O)[C@H](O)[C@]2(COC(C)=O)[C@H](C[C@H]3OC[C@]34OC(C)=O)O)OC(C)=O)O)([C@H]([C@]42[H])OC(C5=CC=CC=C5)=O)[H])C,"19-Acetoxy-7,9,10-deacetylbaccatin VI"
246,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)CO)OC(=O)C,19-Hydroxybaccatin III
247,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(CC1=O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)CO)OC(=O)C,19-Hydroxy-13-oxobaccatin III
248,CC1=C2[C@@H](OC(C)=O)C([C@]3(CO)[C@@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)[C@H]3[C@H](OC(C5=CC=CC=C5)=O)[C@@](CC1O)(O)C2(C)C)=O,7-epi-19-Hydroxybaccatin III
249,C[C@@]1([C@]([C@@](CO2)(OC(C)=O)[C@H]2C[C@@H]1OC(C)=O)([H])[C@@H]3OC(C4=CC=CC=C4)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)C5=C(C)[C@@H](O)C([H])[C@]3(O)C5(C)C,13-Deacetylbaccatin VI
250,CC1([C@@](C([C@@H](C(C)=C1[C@H]([C@@H]([C@]23C)OC(C)=O)OC(C4=CC=CC=C4)=O)OC(C)=O)[H])([C@H]([C@@]3([C@@]5(OC(C)=O)[C@H](OC5)C[C@@H]2OC(C)=O)[H])OC(C6=CC=CC=C6)=O)O)C,"4alpha,7beta,9alpha,13alpha-Tetraacetoxy-2alpha,10beta-dibenzoyloxy-5beta,20-epoxytax-11-en-1beta-ol"
251,CC1([C@@](C([C@@H](C(C)=C1[C@H]([C@@H]([C@]23C)OC(C4=CC=CC=C4)=O)OC(C5=CC=CC=C5)=O)OC(C)=O)[H])([C@H]([C@@]3([C@@]6(OC(C)=O)[C@H](OC6)C[C@@H]2OC(C)=O)[H])OC(C7=CC=CC=C7)=O)O)C,"4alpha,7beta,13alpha-Triacetoxy-2alpha,9alpha,10beta-tribenzoyloxy-5beta,20-epoxytax-11-en-1beta-ol"
252,CC1([C@@](C([C@@H](C(C)=C1[C@H]([C@@H]([C@]23C)OC(C)=O)OC(C)=O)OC(C)=O)[H])([C@H]([C@@]3([C@@]4(OC(C)=O)[C@H](OC4)C[C@@H]2OC(C5=CC=CC=C5)=O)[H])OC(C6=CC=CC=C6)=O)O)C,"4alpha,9alpha,10beta,13alpha-Tetraacetoxy-2alpha,7beta-dibenzoyloxy-5beta,20-epoxytax-11-en-1beta-ol"
253,O=C(O[C@H]1CC2(O)[C@@H](OC(C3=CC=CC=C3)=O)C4[C@@](C([C@H](O)C(C2(C)C)=C1C)=O)(C)[C@@H](O)C[C@@H]5[C@@]4(OC(C)=O)CO5)[C@H](O)[C@H](C6=CC=CC=C6)NC(CC)=O,N-Debenzoyl-N-propanoyl-10-deacetylpaclitaxel
254,O=C(O[C@H]1CC2(O)[C@@H](OC(C3=CC=CC=C3)=O)C4[C@@](C([C@H](O)C(C2(C)C)=C1C)=O)(C)[C@@H](O)C[C@@H]5[C@@]4(OC(C)=O)CO5)[C@H](O)[C@H](C6=CC=CC=C6)NC(CCC)=O,N-Debenzoyl-N-butanoyl-10-deacetylpaclitaxel
255,O=C(O[C@H]1CC2(O)[C@@H](OC(C3=CC=CC=C3)=O)C4[C@@](C([C@H](O)C(C2(C)C)=C1C)=O)(C)[C@@H](O)C[C@@H]5[C@@]4(OC(C)=O)CO5)[C@H](O)[C@H](C6=CC=CC=C6)NC(CCCCC)=O,10-Deacetyltaxuyunnanine A
256,O=C(O[C@H]1CC2(O)[C@@H](OC(C3=CC=CC=C3)=O)C4[C@@](C([C@H](OC(C)=O)C(C2(C)C)=C1C)=O)(C)[C@@H](O)C[C@@H]5[C@@]4(OC(C)=O)CO5)[C@H](O)[C@H](C6=CC=CC=C6)NC(C)=O,N-Acetyl-N-debenzoylpaclitaxel
257,CCCC(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,paclitaxel D (taxcultine)
258,CC1=C([C@@H](OC(C)=O)C([C@@]2(C)[C@]([C@@](CO3)(OC(C)=O)[C@H]3C[C@@H]2O)([H])[C@@H]4OC(C5=CC=CC=C5)=O)=O)C(C)(C)[C@@]4(O)C[C@@H]1OC([C@H](O)[C@@H](N(C(CCCCC)=O)[H])C6=CC=CC=C6)=O,paclitaxel C (taxuyunnanine)
259,CCCCCC(=O)N(C)[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,N-Methylpaclitaxel C
260,O=C(O[C@H]1CC2(O)[C@@H](OC(C3=CC=CC=C3)=O)C4[C@@](C([C@H](OC(C)=O)C(C2(C)C)=C1C)=O)(C)[C@@H](O)C[C@@H]5[C@@]4(OC(C)=O)CO5)[C@H](O)[C@H](C6=CC=CC=C6)N(C)C(CCCCCC)=O,N-debenzoyl-N-methyl-N-heptanoyl-paclitaxel
262,O[C@@H]1[C@H]([C@@H](CO[C@H]1O[C@H]2C[C@@H]3[C@](CO3)(OC(C)=O)[C@@]([H])([C@@H]4OC(C5=CC=CC=C5)=O)[C@@](C)2C([C@@H](C6=C([C@H](C[C@@]4(C6(C)C)O)OC([C@@H]([C@H](C7=CC=CC=C7)N([H])C(CCC)=O)O)=O)C)O)=O)O)O,7-(beta-Xylosyl)-10-deacetylpaclitaxel D
263,O[C@@H](C([C@@]1(C)[C@]([C@@H]2OC(C3=CC=CC=C3)=O)([C@@]4(CO[C@@H]4C[C@@H]1O[C@@H]5OC[C@H]([C@@H]([C@H]5O)O)O)OC(C)=O)[H])=O)C6=C(C)[C@@H](OC([C@H](O)[C@@H](N(C(CCCCC)=O)[H])C7=CC=CC=C7)=O)C[C@]2(O)C6(C)C,7beta-(Xylosyl)-10-deacetylpaclitaxel C
264,O[C@@H]1[C@H]([C@@H](CO[C@H]1O[C@H]2C[C@H]3OC[C@](OC(C)=O)3[C@@]([H])([C@@H]4OC(C5=CC=CC=C5)=O)[C@]2(C)C([C@@H](C6=C(C)[C@@H](OC([C@H](O)[C@@H](N(C(CCCCCC)=O)[H])C7=CC=CC=C7)=O)C[C@]4(O)C6(C)C)O)=O)O)O,7-(beta-Xylosyl)paclitaxel D
265,O(C(C)=O)[C@]12[C@@]3([C@@](C)([C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)CO4)C[C@]1(OC2)[H])C(=O)[C@H](OC(C)=O)C=5C(C)(C)[C@](O)([C@H]3OC(=O)C6=CC=CC=C6)C[C@H](OC([C@@H]([C@@H](NC(CCCCC)=O)C7=CC=CC=C7)O)=O)C5C)[H],7-(beta-Xylosyl)paclitaxel C
266,CCCCCC(=O)N(C)[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C7=CC=CC=C7)O)O,7-(beta-Xylosyl)-N-methylpaclitaxel C
267,CC1=C([C@@H](O)C([C@@]2(C)[C@]([C@@](CO3)(OC(C)=O)[C@H]3C[C@H]2O)([H])[C@@H]4OC(C5=CC=CC=C5)=O)=O)C(C)(C)[C@@]4(O)C[C@@H]1OC([C@H](O)[C@@H](N(C(CCCCC)=O)[H])C6=CC=CC=C6)=O,7-epi-10-Deacetyltaxuyunnanine A (taxuspinanane E)
268,O=C(O[C@@H]1C(C)=C2C(C)(C)[C@](O)([C@H]([C@@]3([C@@]4(OC(C)=O)[C@H](OC4)C[C@H]([C@]3(C([C@@H]2OC(C)=O)=O)C)O)[H])OC(C5=CC=CC=C5)=O)C1)[C@H](O)[C@@H](N(C(CCCCC)=O)[H])C6=CC=CC=C6,7-epi-Taxuyunnanine A
270,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)O)C)OC(=O)C6=CC=CC=C6)O)O,10-Deacetylpaclitaxel B
271,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,paclitaxel B (cephalomannine)
272,CC1=C([C@@H](OC(C)=O)C([C@@]2(C)[C@]([C@@](CO3)(OC(C)=O)[C@H]3C[C@@H]2O)([H])[C@@H]4OC(C5=CC=CC=C5)=O)=O)C(C)(C)[C@@]4(O)C[C@@H]1OC([C@H](O)[C@@H](N(C(C(C)CC)=O)[H])C6=CC=CC=C6)=O,N-Debenzoyl-N-(2-methylbutyryl)paclitaxel
273,CCC(C)CCC(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,Taxuspinanane A
274,CCC(CCC(N(C)[C@H]([C@@H](O)C(O[C@H]1C[C@@]2(O)[C@@H](OC(C3=CC=CC=C3)=O)[C@H]4[C@@](C([C@H](OC(C)=O)C(C2(C)C)=C1C)=O)(C)[C@@H](O)C[C@@H]5[C@@]4(OC(C)=O)CO5)=O)C6=CC=CC=C6)=O)C,N-Debenzoyl-N-methyl-N-(4-methylhexanoyl)-paclitaxel
275,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H](C(C5=CC(=CC=C5)C(C)(C)C)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)C(=O)C7CC7)O)C)OC(=O)C,N-Debenzoyl-N-methyl-N-(cis-7-decenoyl)-paclitaxel
276,O[C@H](C1=C(C)[C@@H](OC([C@H](O)[C@@H](N(C(CCC(CC)C)=O)[H])C2=CC=CC=C2)=O)C[C@@](C1(C)C)(O)[C@@H](OC(C3=CC=CC=C3)=O)[C@@]4([C@@]5(CO[C@@H]5C[C@H](O[C@@H]6OC[C@H]([C@@H]([C@H]6O)O)O)[C@]47C)OC(C)=O)[H])C7=O,7-(beta-Xylosyl)-10-deacetyltaxuspinanane A
277,O=C([C@H](OC(C)=O)C1=C(C)[C@@H](OC([C@H](O)[C@@H](N(C(C(C=C)C)=O)[H])C2=CC=CC=C2)=O)C[C@]([C@@H](OC(C3=CC=CC=C3)=O)[C@@]4([C@]5([C@@H](C[C@@H]6O[C@@H]7OC[C@H]([C@@H]([C@H]7O)O)O)OC5)OC(C)=O)[H])(O)C1(C)C)[C@@]46C,7beta-(Xylosyl)cephalomannine
278,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,7-epi-Cephalomannine
279,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@@H](CC5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)OC(=O)C,2'-Acetyl-7-epi-cephalomannine
280,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@@H](CC5[C@]4(CO5)OC(=O)C)O)(C(=O)C(=O)C(=C2C)C3(C)C)C)OC(=O)C6=CC=CC=C6)O)O,10-Deacetyl-10-oxo-7-epi-cephalomannine
281,O=C(O[C@H]1C[C@@H]2[C@@H](OC(C3=CC=CC=C3)=O)[C@H]4[C@@](C([C@H](OC(C)=O)C(C2(C)C)=C1C)=O)(C)[C@H](O)CC5[C@@]4(OC(C)=O)CO5)[C@H](O)[C@H](C6=CC=CC=C6)NC(C7=CC=CC=C7)=O,1-Deoxypaclitaxel
282,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)O,10-Deacetylpaclitaxel
