source_id,smiles,molecule_name
374,O[C@H]1[C@@H]([C@]2(C(C([C@H](CC2)OC(/C=C/C3=CC=CC=C3)=O)=C)C[C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)C)O,"13alpha-Acetoxy-5alpha-cinnamoyloxy-11(15→1)abeotaxa-4(20),11-diene-9alpha,10beta,15-triol"
375,CC1=C2[C@H]([C@@H]([C@@]3(CC[C@@H](C(=C)[C@H]3C[C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)/C=C/C4=CC=CC=C4)C)OC(=O)C)O,Chinentaxunine
377,CC(O[C@@H]([C@@H]1OC(C)=O)[C@]2([C@@H](C([C@H](CC2)OC(/C=C/C3=CC=CC=C3)=O)=C)C[C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)C)=O,7-Deacetoxytaxuspine J
378,CC(O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3([C@@H](C([C@H](CC3)OC(/C=C/C4=CC=CC=C4)=O)=C)C[C@](C[C@@H]5OC(C)=O)(C1=C5C)C(C)(C)O)C)=O,"9alpha,13alpha-Diacetoxy-10beta-benzoyloxy-5alpha-cinnamoyloxy-11(15→1)abeotaxa- 4(20),11-dien-15-ol"
379,O[C@H]1[C@@H]([C@]2([C@@H](C([C@H](C[C@@H]2OC(C)=O)OC(/C=C/C3=CC=CC=C3)=O)=C)C[C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)C)OC(C)=O,Taxuspine M
380,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3C[C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)/C=C/C4=CC=CC=C4)OC(=O)C)C)OC(=O)C)OC(=O)C,Taxuspine J
381,CC(O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3([C@@H](C([C@H](C[C@@H]3OC(C)=O)OC(/C=C/C4=CC=CC=C4)=O)=C)C[C@](C[C@@H]5O)(C1=C5C)C(C)(C)O)C)=O,Taxchinin H
382,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3C[C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)/C=C/C4=CC=CC=C4)OC(=O)C)C)OC(=O)C)OC(=O)C5=CC=CC=C5,Taxuspine A
383,CC(O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3([C@@H](C([C@H](CC3)OC(CC(N(C)C)C4=CC=CC=C4)=O)=C)C[C@](C[C@@H]5OC(C)=O)(C1=C5C)C(C)(C)O)C)=O,"9alpha,13alpha-Diacetoxy-10beta-benzoyloxy-5alpha-[(R)-3'-dimethylamino-3'-phenylpropanoyloxy]-11(15→1)abeotaxa-4(20),11-dien-15-ol"
384,CC(O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3([C@@H](C([C@H](C[C@@H]3OC(C)=O)OC(CC(N(C)C)C4=CC=CC=C4)=O)=C)C[C@](C[C@@H]5OC(C)=O)(C1=C5C)C(C)(C)O)C)=O,"7beta,9alpha,13alpha-Triacetoxy-10beta-benzoyloxy-5alpha-(3'-di-methylamino-3'-phenylpropanoyloxy)-11-(15→1)abeotaxa-4(20),11-dien-1beta-ol"
385,O[C@H]1[C@@H]([C@]2([C@@H](C([C@H](CC2)OC(CC(N(C)C)C3=CC=CC=C3)=O)=C)C[C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)C)O,"13alpha-acetoxy-5alpha-[(R)-3'-dimethylamino-3'-phenylpropanoyloxy]-11(15→1)abeotaxa-4(20),11-diene-9alpha,10beta-diol"
386,CC(O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3([C@@H](C([C@H](C[C@@H]3OC(C)=O)OC(CC(NC)C4=CC=CC=C4)=O)=C)C[C@](C[C@@H]5OC(C)=O)(C1=C5C)C(C)(C)O)C)=O,"7beta,9alpha,13alpha-Triacetoxy-10beta-benzoyloxy-5alpha-(3'-methyl-amino-3'-phenylpropanoyloxy)-11- (15→1)abeotaxa-4(20),11-dien-1beta-ol"
387,CC1=C2[C@H]([C@@H]([C@@]3(CC[C@@H](C(=C)[C@H]3[C@@H]([C@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)O)C)OC(=O)C)OC(=O)C,Teixidol
388,CC1=C2[C@H]([C@@H]([C@@]3(CC[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(CC1=O)C(C)(C)O)OC(=O)C)O)C)OC(=O)C)OC(=O)C4=CC=CC=C4,Taxuspine Y
389,CC1=C2[C@H]([C@@H]([C@@]3(CC[C@@H](C(=C)[C@H]3[C@@H](C2(CC1=O)C(C)(C)O)OC(=O)C)O)C)OC(=O)C)O,Taxacustone
390,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)OC(=O)C)OC(=O)C)O)O)C)OC(=O)C)O,"2alpha,9alpha,15-Triacetoxy-11(15→1)abeotaxa-4(20),11-diene-5alpha,7beta,10beta,13alpha-tetraol"
391,CC1=C2C([C@@H](OC(C)=O)[C@@](C([C@@H](O)C[C@@H]3O)=C)([H])[C@]3(C)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@H](C(O)(C)C)C1=O,Taxuspine O
392,O=C([C@@H](C12)C(C)(O)C)C(C)=C2[C@H]([C@@H]([C@]([C@H](C[C@@H](C3=C)O)O)([C@@]3([C@@H]1OC(C)=O)[H])C)OC(C4=CC=CC=C4)=O)O,"2alpha-Acetoxy-9alpha-benzoyloxy-5alpha,7beta,10beta,15-tetrahydroxy-11(15→1)abeotaxa-4(20),11-dien-13-one"
393,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)O,10-Debenzoyl-2alpha-acetoxybrevifoliol
394,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)O,Taxchinin G
395,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)OC(=O)C4=CC=CC=C4,Taxchinin A
396,CC1=C2C([C@@H](OC(C)=O)[C@@](C([C@@H](O)C[C@@H]3OC(C)=O)=C)([H])[C@]3(C)[C@@H](OC(C)=O)[C@@H]2OC(C4=CC=CC=C4)=O)[C@@H](C(O)(C)C)[C@@H]1OC(C)=O,Taxchinin D
397,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(CC1=O)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)OC(=O)C4=CC=CC=C4,Taxuspinanane B
398,O=C(O[C@H]1[C@@H]([C@]2([C@@H](C([C@H](C[C@@H]2OC(C)=O)O)=C)[C@@H]([C@](CC3OC(/C=C/C4=CC=CC=C4)=O)(C1=C3C)C(C)(C)O)OC(C)=O)C)OC(C)=O)C5=CC=CC=C5,Taxchinin E
399,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C4=CC=CC=C4)O,9-Deacetyl-9-benzoyl-10-debenzoyltaxchinin A
400,O[C@H]1[C@@H]([C@]2([C@@H](C([C@H](C[C@@H]2OC(C)=O)O)=C)[C@@H]([C@](C[C@@H]3OC(C)=O)(C1=C3C)C(C)(C)O)OC(C)=O)C)OC(C4=CC=CC=C4)=O,13-Acetyl-9-deacetyl-9-benzoyl-10-debenzoyltaxchinin A
401,O=C(C)O[C@@H]([C@@H]1OC(C)=O)[C@]2([C@@H](C([C@H](CC2)OC(/C=C/C3=CC=CC=C3)=O)=C)[C@@H]([C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)OC(C)=O)C,Taxamedin A
402,O[C@H]1[C@@H]([C@]2([C@@H](C([C@H](C[C@@H]2OC(C)=O)OC(/C=C/C3=CC=CC=C3)=O)=C)[C@@H]([C@](C[C@@H]4O)(C1=C4C)C(C)(C)O)OC(C)=O)C)OC(C5=CC=CC=C5)=O,9-Deacetyl-9-benzoyl-10-debenzoyl-5-cinnamoyltaxchinin A
403,C[C@@]1([C@H]2OC(C)=O)CC[C@@H](C([C@H]1[C@@H]([C@]3(C([C@H]2OC(C)=O)=C([C@H](C3)OC(C)=O)C)C(C)(C)O)OC(C)=O)=C)OC(CC(N(C)C)C4=CC=CC=C4)=O,"(-)-2alpha-Acetoxy-2',7-dideacetoxy-1-hydroxy-11(15→1)abeoaustrospicatine"
404,C[C@@]1([C@H]2OC(C)=O)[C@@H](OC(C)=O)C[C@@H](C([C@H]1[C@@H]([C@]3(C([C@H]2OC(C4=CC=CC=C4)=O)=C([C@H](C3)OC(C)=O)C)C(C)(C)O)OC(C5=CC=CC=C5)=O)=C)OC(C)=O,"2-Deacetyl-2alpha-benzoyl-5,13-diacetyltaxchinin A"
405,O[C@H]1[C@@H]([C@]2(C([C@]3(OC3)[C@H](C[C@@H]2OC(C)=O)O)[C@@H]([C@@]4(C[C@H](O)C(C)=C41)C(C)(C)O)OC(C)=O)C)OC(C5=CC=CC=C5)=O,"2alpha,7beta-Diacetoxy-9alpha-benzoyloxy-4beta20-epoxy11(15→1)abeotax-11-ene-5alpha,10beta,13alpha,15-tetraol"
406,C[C@]1([C@H]2OC(C)=O)C([C@]3(OC3)[C@H](C[C@@H]1OC(C)=O)OC(C)=O)[C@@H]([C@@]4(C[C@H](OC(C)=O)C(C)=C4[C@H]2OC(C)=O)C(C)(C)O)OC(C)=O,Taxuchin A
407,C[C@@H]1[C@H](C[C@@]2(C1[C@H]([C@@H]([C@@]3([C@H](C[C@H]4[C@]([C@H]3[C@@H]2O)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C5=CC=CC=C5)O)C(C)(C)O)O,"4alpha,7beta-Diacetoxy-9alpha-benzoyloxy-5beta,20-epoxy-11(15→1)abeotax-11-ene-2alpha,10beta,13alpha,15-tetraol"
408,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)O)C)O)O,Taxuyunnanine M (taxumairol Q)
409,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)O)C)O)OC(=O)C5=CC=CC=C5,"7,9-Dideacetyltaxayuntin"
410,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)O)C)OC(=O)C5=CC=CC=C5)O,Taxumairol K
411,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)O)O,Tasumatrol B
412,O[C@@H]([C@@H]1OC(C)=O)[C@]2(C([C@@]3(CO[C@@H]3C[C@@H]2OC(C)=O)OC(C)=O)[C@@H]([C@](C[C@@H]4O)(C1=C4C)C(C)(C)O)OC(C)=O)C,Taxumairol W
413,O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3(C([C@@]4(CO[C@@H]4C[C@@H]3OC(C)=O)OC(C)=O)[C@@H]([C@](C[C@@H]5O)(C1=C5C)C(C)(C)O)OC(C)=O)C,13-Decinnamoyl-9-deacetyltaxchinin B
414,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)O,"Taxacustin (10,13-deacetylabeobaccatin IV)"
415,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C5=CC=CC=C5)O,Taxayuntin F (taxchinin L)
416,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(CC1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,Taxayuntin H
417,C[C@]1([C@H]([C@@H]2OC(C3=CC=CC=C3)=O)OC(C)=O)C([C@@]4(CO[C@@H]4C[C@@H]1OC(C)=O)OC(C)=O)[C@@H]([C@](C[C@@H]5O)(C2=C5C)C(C)(C)O)OC(C)=O,13-Deacetylbaccatin VI (taxayuntin;taxayunnansin A)
418,O(C(C)=O)[C@]12[C@]3([C@H](OC(C)=O)[C@@]4(C(C)(C)O)C([C@@H](OC(/C(=C/C)/C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@H](OC(C)=O)C[C@]1(OC2)[H])=C(C)[C@@H](O)C4)[H],Taxuspine Q
419,C[C@]1([C@H]([C@@H]2OC(C)=O)OC(C)=O)C([C@@]3(CO[C@@H]3C[C@@H]1OC(C)=O)O)[C@@H]([C@](C[C@@H]4OC(C)=O)(C2=C4C)C(C)(C)O)OC(C5=CC=CC=C5)=O,4-Deacetyl-11(15→1)abeobaccatin VI
420,O[C@H]1[C@@H]([C@]2(C([C@@]3(CO[C@@H]3C[C@@H]2O)OC(C)=O)[C@@H]([C@](C[C@@H]4O)(C1=C4C)C(C)(C)O)OC(C5=CC=CC=C5)=O)C)O,"7,13-Dideacetyl-9,10-debenzoyltaxchinin C"
421,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)COC(=O)C)O)O,Taxumairol Z
422,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)CO)OC(=O)C,Tasumatrol O
423,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)O)O,"Taxuspinanane F (9-deacetyltaxayuntin E)(4alpha,7beta-diacetoxy-2alpha-benzoyloxy-5beta,20-epoxy-1beta,9alpha,10beta,13alpha,15-pentahydroxy-11(15→1)abeotax-11-ene)"
424,CC1=C2C([C@@H](OC(C3=CC=CC=C3)=O)[C@@]([C@@](CO4)(OC(C)=O)[C@H]4C[C@@H]5OC(C)=O)([H])[C@]5(C[H])[C@@H](OC(C)=O)[C@@H]2O)[C@@H](C(O)(C)C)[C@@H]1O,Taxayuntin E
425,O=C(OC1CC2OCC2(OC(=O)C)C3C(OC(=O)C=4C=CC=CC4)C5(C(=C(C)C(O)C5)C(O)C(O)C13C)C(O)(C)C)C=6C=CC=CC6,Taxayuntin A
426,O=C1C([C@]2(C([C@@]3(CO[C@@H]3C[C@@H]2O)OC(C)=O)[C@@H]([C@](C[C@@H]4O)(C1=C4C)C(C)(C)OC(C5=CC=CC=C5)=O)O)C)=O,15-O-Benzoyl-10-deacetyl-2-debenzoyl-10-dehydro-abeobaccatin III
427,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Taxuyunnanine F
428,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C5=CC=CC=C5)O,Taxchinin M
429,O[C@H]1[C@@H]([C@]2(C([C@@]3(CO[C@@H]3C[C@@H]2OC(C)=O)OC(C)=O)[C@@H]([C@](C[C@@H]4OC(/C=C/C5=CC=CC=C5)=O)(C1=C4C)C(C)(C)O)OC(C)=O)C)OC(C6=CC=CC=C6)=O,Taxchinin J
430,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C5=CC=CC=C5,13-Acetyl-13-decinnamoyltaxchinin B
431,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)/C=C/C5=CC=CC=C5)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C6=CC=CC=C6,Taxchinin B
432,O=C(O[C@H]1[C@@H]([C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2OC(C)=O)OC(C)=O)[C@@H]([C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)OC(C)=O)C)OC(C5=CC=CC=C5)=O)C6=CC=CC=C6,Taxchinin K
433,CC1=C2[C@@]([C@@H](OC(C)=O)[C@@]([C@@](CO3)(OC(C)=O)[C@H]3C[C@@H]4OC(C5=CC=CC=C5)=O)([H])[C@]4(C[H])[C@@H](O)[C@@H]2O)(C(C)(C)O)C[C@@H]1O,"Taxayuntin B (2alpha-debenzoyl-2alpha-acetyltaxayuntin A)(2alpha,4alpha-diacetoxy-7beta-benzoyloxy-5beta,20-epoxy-1beta,9alpha,10beta,13alpha,15-pentahydroxy-11(15→1)abeotax-11-ene)"
434,C[C@@H]1[C@H](C[C@@]2(C1[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]2OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)O)C(C)(C)O)OC(=O)C,"7,9,10-Trideacetylabeobaccatin VI"
435,O=C(O[C@H]1[C@@H]([C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2O)OC(C)=O)[C@@H]([C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)OC(C5=CC=CC=C5)=O)C)OC(C6=CC=CC=C6)=O)C7=CC=CC=C7,7-deacetyltaxayuntin D
436,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C6=CC=CC=C6,Taxayuntin C
437,O[C@H]1[C@@H]([C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2OC(C)=O)OC(C)=O)[C@@H]([C@](C[C@@H]4O)(C1=C4C)C(C)(C)O)OC(C5=CC=CC=C5)=O)C)OC(C6=CC=CC=C6)=O,"4alpha,7beta-Diacetoxy-2alpha,9alpha-dibenzoyloxy-5beta,20-epoxy-11(15→1)abeotax-11-ene-1beta,10beta,13alpha,15-tetraol"
438,CC1=C2[C@@]([C@@H](OC(C3=CC=CC=C3)=O)[C@@]([C@@](CO4)(OC(C)=O)[C@H]4C[C@@H]5OC(C)=O)([H])[C@]5(C[H])[C@@H](OC(C6=CC=CC=C6)=O)[C@@H]2O)(C(C)(C)O)C[C@@H]1OC(C)=O,Taxchinin I
439,O=C(O[C@H]1[C@@H]([C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2OC(C)=O)OC(C)=O)[C@@H]([C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)O)OC(C5=CC=CC=C5)=O)C)OC(C6=CC=CC=C6)=O)C7=CC=CC=C7,Taxayuntin D (taxchinin C; 9-deacetyl-9-benzoyl-taxayuntin C)
440,O[C@H]1[C@@H]([C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2OC(C4=CC=CC=C4)=O)OC(C)=O)[C@@H]([C@](C[C@@H]5OC(C)=O)(C1=C5C)C(C)(C)O)OC(C6=CC=CC=C6)=O)C)OC(C)=O,"2,7-Dideacetyl-2,7-dibenzoyltaxayunnanine F"
441,O=C(C)O[C@@H]([C@@H]1OC(C)=O)[C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2OC(C4=CC=CC=C4)=O)OC(C)=O)[C@@H]([C@](C[C@@H]5OC(C)=O)(C1=C5C)C(C)(C)O)OC(C6=CC=CC=C6)=O)C,"4alpha,9alpha,10beta,13alpha-Tetraacetoxy-2alpha,7beta-dibenzoyloxy-5beta,20-epoxy-11(15→1)abeotax-11-en-1beta-ol"
442,O=C(C)O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3([C@@H]([C@@]4(CO[C@@H]4C[C@@H]3OC(C5=CC=CC=C5)=O)OC(C)=O)[C@@H]([C@](C[C@@H]6OC(C)=O)(C1=C6C)C(C)(C)O)OC(C7=CC=CC=C7)=O)C,7-Deacetyl-7-benzoyltaxayuntin C
443,O[C@H]1[C@@H]([C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2OC(C4=CC=CC=C4)=O)OC(C)=O)[C@@H]([C@](C[C@@H]5OC(C)=O)(C1=C5C)C(C)(C)O)OC(C6=CC=CC=C6)=O)C)OC(C7=CC=CC=C7)=O,7-Deacetyl-7-benzoyltaxchinin I
444,O[C@@H]([C@@H]1OC(C)=O)[C@]2([C@@H]([C@@]3(CO[C@@H]3C[C@@H]2O)OC(C)=O)[C@@H]([C@](C[C@@H]4OC(C)=O)(C1=C4C)C(C)(C)OC(C5=CC=CC=C5)=O)O)C,"7,9-Di-O-acetyl-15-O-benzoyl-2-de-O-benzoyl-abeobaccatin VI"
445,CC([C@@H](O)C1)=C([C@]1(C2(C)C)[C@@H](OC(C3=CC=CC=C3)=O)C4[C@@]5(C)[C@@H](O)C[C@@H]6[C@@]4(OC(C)=O)CO6)[C@@H](O2)C5=O,"10,15-Epoxy-11(15→1)abeo-10-deacetylbaccatin III"
446,O=C(C)O[C@H]1[C@@H]([C@]2([C@@H]([C@@]3(COC3C[C@@H]2OC(C)=O)OC(C)=O)[C@@H]([C@@]45C(C)(O[C@H](C5)C(C)=C41)C)OC(C6=CC=CC=C6)=O)C)OC(C)=O,"13-Deacetoxy-13,15-epoxy-11(15→1)abeo-13-epi-baccatin VI"
447,CC1=C2[C@H]([C@@H]([C@@]3([C@H](CC4[C@]([C@H]3[C@@H]([C@]25C[C@H]1OC5(C)C)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C6=CC=CC=C6,"13,15-Epoxy-13-epi-taxayunnasin A"
448,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)CO)O)OC(=O)C)C)OC(=O)C)O,Taxuyunnanine P
449,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(CC1O)C(C)(C)O)O)CO)O)OC(=O)C)C)OC(=O)C)OC(=O)C,Taxuyunnanine Q
450,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)CO)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Taxuyunnanine N
451,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)COC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Taxumairol V
452,O[C@H]1[C@@H]([C@]2(C([C@@H]([C@H](C[C@@H]2OC(C)=O)OC(C)=O)CO)[C@@H]([C@](C[C@@H]3OC(C)=O)(C1=C3C)C(C)(C)O)O)C)OC(C)=O,Taxuyunnanine V
453,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)O)COC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Taxumairol U
454,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)CO)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,Taxuyunnanine O
455,CC1=C2C([C@@H](O)[C@@]([C@]([H])(COC(C)=O)[C@@H](OC(C)=O)C[C@@H]3OC(C)=O)([H])[C@]3(C)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@H](C(O)(C)C)[C@@H]1O,Taxayuntin J
456,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)COC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C4=CC=CC=C4)O,Tasumatrol F
457,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)CO)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Taxayuntin G
458,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Taxumain A
459,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@H]([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Taxumain B
460,O[C@H]1[C@@H]([C@]2([C@@H]([C@](CO)([C@H](C[C@@H]2O)O)O)[C@@H]([C@](C[C@@H]3O)(C1=C3C)C(C)(C)O)O)C)O,Taxuyunnanine S
461,O[C@@H]1C(C)=C2[C@@H](O)[C@H](O)[C@@]([C@@H](O)C[C@H](O)[C@]3(COC(C4=CC=CC=C4)=O)O)(C)[C@]3([H])[C@H](O)[C@]2(C(C)(O)C)C1,Taxuyunnanine R
462,O[C@H]1[C@@H]([C@]2([C@@H]([C@](COC(C)=O)([C@H](C[C@@H]2O)OC(C)=O)O)[C@@H]([C@](C[C@@H]3O)(C1=C3C)C(C)(C)O)O)C)O,Taxuyunnanine T
463,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)(COC(=O)C4=CC=CC=C4)O)OC(=O)C)O)C)O)O,Taxuyunnanine K
464,O[C@@H]([C@@H]1OC(C2=CC=CC=C2)=O)[C@]3([C@@H]([C@](COC(C)=O)([C@H](C[C@@H]3O)OC(C)=O)O)[C@@H]([C@](C[C@@H]4O)(C1=C4C)C(C)(C)O)O)C,Taxuyunnanine U
